Destination,Location,Cost,Duration,Category,Rating
Pune,Himachal,,4.0,city,3.9
Goa,Delhi,8292.0,5.0,Historical,
Shimla,UP,4389.0,2.0,City,4.2
Shimla,Kerala,6232.0,6.0,HISTORICAL,
Shimla,Ladakh,,1.0,Beach,3.6
Delhi,Maharashtra,5242.0,1.0,city,4.5
Manali,Maharashtra,9690.0,,city,4.1
Goa,Kerala,,6.0,City,
Goa,Ladakh,6789.0,,HISTORICAL,4.8
Jaipur,UP,14975.0,1.0,city,4.7
Goa,Rajasthan,11780.0,2.0,Historical,
Kerala,Rajasthan,11024.0,6.0,Beach,
Shimla,Goa,3790.0,3.0,Beach,
Mumbai,Kerala,,,city,
Shimla,Ladakh,12321.0,3.0,Nature,
Kerala,UP,,1.0,City,4.5
Delhi,Ladakh,9819.0,,Beach,
Mumbai,UP,4029.0,4.0,City,
Goa,UP,,,Adventure,3.5
Ladakh,Delhi,13805.0,3.0,Mountain,
Mumbai,Goa,5133.0,,Adventure,3.8
Mumbai,Goa,5685.0,,Adventure,
Kerala,Kerala,,7.0,Mountain,3.9
Goa,Maharashtra,8874.0,,city,4.4
Jaipur,Himachal,13119.0,,Nature,
Manali,Goa,,,City,4.2
Delhi,Himachal,14450.0,1.0,city,4.0
Agra,Ladakh,5264.0,3.0,Adventure,
Manali,UP,,2.0,Historical,
Jaipur,Himachal,,5.0,Adventure,
Goa,Goa,11901.0,,Mountain,
Kerala,Himachal,,,Historical,
Pune,Delhi,12419.0,2.0,City,
Pune,Himachal,,,Mountain,
Goa,UP,3035.0,7.0,HISTORICAL,4.5
Goa,Kerala,,,Historical,4.2
Mumbai,Kerala,12903.0,3.0,Adventure,
Shimla,Maharashtra,,3.0,Adventure,
Delhi,Goa,,,city,
Delhi,Rajasthan,,4.0,HISTORICAL,4.1
Goa,Rajasthan,12960.0,7.0,city,4.7
Jaipur,Kerala,,,Beach,
Kerala,Delhi,,,Mountain,3.9
Kerala,UP,9341.0,,Adventure,4.6
Pune,Delhi,8785.0,5.0,Mountain,
Delhi,Rajasthan,,,City,
Ladakh,Ladakh,9458.0,,city,3.9
Agra,Himachal,,2.0,Adventure,4.9
Ladakh,Maharashtra,,4.0,Mountain,4.4
Pune,Ladakh,6639.0,,Beach,
Delhi,Goa,8364.0,4.0,Beach,4.6
Goa,UP,14151.0,,HISTORICAL,4.9
Pune,Maharashtra,10554.0,,Mountain,
Shimla,Goa,,,Nature,
Ladakh,Maharashtra,,,Adventure,
Agra,Rajasthan,,,Adventure,3.5
Ladakh,Rajasthan,4515.0,,city,
Pune,Maharashtra,,,city,4.9
Shimla,Delhi,,,Nature,
Mumbai,Goa,6943.0,,HISTORICAL,4.6
Kerala,Kerala,5661.0,,HISTORICAL,
Agra,Delhi,11979.0,7.0,Beach,
Delhi,UP,,,Beach,
Jaipur,Ladakh,,,Historical,
Delhi,Delhi,,4.0,Historical,4.2
Delhi,UP,,,city,
Goa,Himachal,10481.0,,Adventure,
Shimla,UP,8568.0,3.0,Nature,4.4
Mumbai,Himachal,,2.0,Adventure,4.0
Jaipur,Delhi,,,Mountain,4.8
Ladakh,Ladakh,8102.0,6.0,city,
Agra,UP,,6.0,Nature,
Delhi,Himachal,12205.0,,Beach,4.6
Goa,Kerala,,5.0,city,
Mumbai,Rajasthan,,3.0,HISTORICAL,
Delhi,Kerala,13410.0,5.0,Historical,
Delhi,Kerala,,1.0,Historical,4.7
Shimla,Ladakh,,6.0,city,3.6
Pune,Ladakh,9028.0,4.0,HISTORICAL,
Ladakh,Maharashtra,,5.0,Mountain,
Kerala,Ladakh,,,Historical,3.7
Ladakh,UP,,,City,
Kerala,UP,,,Adventure,4.8
Pune,UP,7158.0,3.0,HISTORICAL,
Agra,Goa,14614.0,4.0,Historical,4.3
Agra,Delhi,11656.0,,Historical,
Delhi,Ladakh,9171.0,,Beach,3.8
Manali,Ladakh,7397.0,4.0,Nature,3.5
Pune,Goa,10827.0,7.0,Historical,4.6
Jaipur,Kerala,14700.0,,Historical,4.9
Manali,Rajasthan,,2.0,Adventure,
Jaipur,Himachal,6038.0,1.0,Mountain,
Delhi,Rajasthan,,,Nature,3.7
Jaipur,UP,,,Adventure,3.7
Mumbai,Himachal,,4.0,Adventure,4.2
Pune,Maharashtra,3997.0,,Mountain,
Pune,Himachal,,,Mountain,
Kerala,Goa,,,Historical,
Jaipur,Kerala,,3.0,HISTORICAL,
Delhi,Maharashtra,7196.0,2.0,City,4.2
Agra,Maharashtra,7239.0,5.0,Historical,5.0
Shimla,Ladakh,14189.0,5.0,Mountain,
Delhi,Goa,14168.0,,city,3.6
Manali,Ladakh,,3.0,city,
Agra,Rajasthan,,4.0,Nature,3.5
Jaipur,Delhi,,7.0,Adventure,4.8
Mumbai,Goa,,3.0,city,3.6
Mumbai,Goa,6703.0,,City,4.0
Delhi,Rajasthan,,5.0,Historical,
Mumbai,Rajasthan,5559.0,,HISTORICAL,
Manali,Goa,,,Historical,4.3
Agra,Maharashtra,,5.0,Mountain,
Agra,Kerala,,,Historical,4.3
Delhi,Kerala,14637.0,6.0,Adventure,4.8
Goa,Ladakh,,,city,4.3
Mumbai,Ladakh,,4.0,Mountain,
Mumbai,Himachal,,,Historical,
Pune,Himachal,9435.0,5.0,Mountain,
Agra,Delhi,,,Nature,4.7
Ladakh,Kerala,12151.0,,Nature,
Mumbai,Ladakh,,,Beach,
Delhi,Kerala,,,city,3.7
Pune,Delhi,4647.0,,Beach,4.1
Jaipur,UP,,,Beach,
Kerala,Kerala,9473.0,7.0,HISTORICAL,
Ladakh,Kerala,,5.0,Adventure,3.6
Kerala,Himachal,9768.0,,Historical,
Manali,UP,,,Mountain,
Pune,Goa,,2.0,Adventure,4.5
Mumbai,Himachal,,4.0,HISTORICAL,
Agra,Rajasthan,,6.0,Adventure,4.1
Mumbai,Rajasthan,14588.0,,Beach,
Delhi,Maharashtra,4474.0,1.0,Historical,3.6
Manali,Goa,5583.0,,Mountain,4.4
Jaipur,UP,5082.0,,HISTORICAL,4.8
Ladakh,Rajasthan,8705.0,,Beach,
Jaipur,Delhi,,2.0,Mountain,
Goa,Maharashtra,,3.0,HISTORICAL,4.2
Kerala,Maharashtra,,1.0,HISTORICAL,4.8
Shimla,Maharashtra,,,City,4.1
Pune,Rajasthan,13359.0,3.0,Nature,
Manali,Goa,14479.0,6.0,Beach,4.0
Shimla,Goa,3636.0,6.0,Nature,
Agra,Goa,,3.0,Historical,4.2
Delhi,Rajasthan,,,Mountain,3.6
Manali,Himachal,,,HISTORICAL,3.8
Delhi,Delhi,12759.0,6.0,Nature,
Kerala,Delhi,7671.0,6.0,Historical,4.0
Ladakh,UP,,5.0,City,
Goa,UP,12337.0,,Beach,
Kerala,UP,,4.0,Historical,3.7
Jaipur,Delhi,,7.0,city,
Delhi,UP,,,Historical,4.1
Agra,Ladakh,13248.0,,Adventure,3.9
Pune,Goa,,4.0,Adventure,4.7
Jaipur,Goa,,,Adventure,
Pune,Rajasthan,14006.0,4.0,Beach,4.5
Ladakh,Rajasthan,11860.0,5.0,Adventure,3.6
Goa,Maharashtra,13567.0,6.0,Beach,4.7
Delhi,Kerala,10319.0,,Beach,
Mumbai,Kerala,,6.0,Adventure,
Delhi,Ladakh,5357.0,3.0,Beach,3.9
Delhi,Ladakh,6148.0,4.0,Mountain,4.1
Kerala,Rajasthan,,1.0,Adventure,5.0
Agra,Maharashtra,,,Beach,3.9
Shimla,Kerala,5152.0,6.0,HISTORICAL,
Kerala,Maharashtra,7540.0,5.0,city,3.9
Agra,Ladakh,,,Mountain,
Delhi,Rajasthan,9678.0,,Beach,3.7
Manali,Ladakh,9853.0,,HISTORICAL,3.8
Agra,Kerala,12165.0,,HISTORICAL,4.9
Ladakh,Kerala,,1.0,Mountain,4.9
Manali,Rajasthan,8097.0,5.0,Historical,4.6
Kerala,Delhi,10517.0,5.0,HISTORICAL,
Goa,Delhi,11759.0,1.0,city,4.2
Agra,UP,8909.0,2.0,Beach,4.8
Mumbai,Himachal,11950.0,,Mountain,4.7
Ladakh,Rajasthan,,3.0,city,3.9
Ladakh,Himachal,,3.0,Mountain,
Pune,Maharashtra,10070.0,,Beach,3.5
Agra,Goa,10040.0,,City,4.6
Ladakh,Rajasthan,,3.0,Beach,
Kerala,UP,9335.0,6.0,city,4.6
Mumbai,Rajasthan,,6.0,Adventure,
Mumbai,Kerala,,5.0,HISTORICAL,
Delhi,Rajasthan,14905.0,,Beach,
Ladakh,Himachal,,,Nature,
Manali,Himachal,12549.0,,Mountain,
Mumbai,Ladakh,,2.0,city,4.0
Ladakh,Kerala,7640.0,,City,
Agra,Himachal,6464.0,2.0,Nature,
Jaipur,Delhi,,,Beach,
Agra,Delhi,,2.0,Nature,4.7
Delhi,Goa,,3.0,Mountain,
Shimla,Goa,11788.0,6.0,Adventure,4.1
Kerala,Maharashtra,,3.0,Beach,
Jaipur,Ladakh,3945.0,,Beach,
Kerala,Delhi,,,city,
Kerala,Goa,4571.0,,Historical,4.2
Pune,Delhi,6916.0,,City,
Manali,Ladakh,6883.0,,Nature,4.3
Goa,UP,,,city,4.3
Manali,Ladakh,,5.0,Historical,
Pune,Kerala,4108.0,3.0,City,
Delhi,UP,,,Historical,
Manali,Kerala,,7.0,city,
Shimla,Ladakh,12463.0,,Mountain,4.1
Delhi,Kerala,10375.0,,HISTORICAL,4.9
Manali,Goa,4282.0,,Mountain,
Kerala,Kerala,14706.0,5.0,city,4.9
Manali,UP,,5.0,Nature,
Delhi,Ladakh,,5.0,HISTORICAL,3.6
Goa,Rajasthan,,,Historical,4.5
Manali,Goa,6916.0,2.0,Mountain,3.6
Delhi,Ladakh,,1.0,Mountain,
Kerala,Goa,,,city,3.8
Ladakh,Kerala,13019.0,2.0,Historical,
Agra,UP,,,Beach,
Manali,UP,14903.0,2.0,Historical,4.3
Pune,Ladakh,13096.0,2.0,City,4.9
Delhi,UP,,5.0,HISTORICAL,
Jaipur,Himachal,3687.0,,Mountain,
Goa,Ladakh,,,HISTORICAL,
Ladakh,Goa,,4.0,Adventure,3.5
Ladakh,Ladakh,12681.0,4.0,HISTORICAL,
Shimla,Kerala,,,Adventure,4.6
Agra,Goa,6287.0,3.0,City,
Mumbai,Delhi,,6.0,HISTORICAL,
Jaipur,UP,,3.0,Nature,4.1
Mumbai,Delhi,,7.0,Nature,4.8
Agra,Ladakh,9419.0,4.0,city,
Kerala,Ladakh,5228.0,4.0,Beach,4.0
Manali,Ladakh,5799.0,5.0,HISTORICAL,
Goa,Kerala,,,Historical,
Jaipur,Goa,9990.0,2.0,city,
Manali,Maharashtra,,,Adventure,4.6
Pune,Ladakh,8849.0,1.0,Historical,4.9
Kerala,UP,13123.0,,Adventure,4.1
Mumbai,Rajasthan,9482.0,,HISTORICAL,4.6
Shimla,Rajasthan,,2.0,Beach,
Pune,Rajasthan,,3.0,Mountain,
Mumbai,Kerala,,,HISTORICAL,
Kerala,Himachal,11656.0,7.0,Beach,
Ladakh,Delhi,3242.0,,Historical,
Kerala,Maharashtra,,4.0,Nature,
Mumbai,Ladakh,,,Mountain,3.9
Pune,Ladakh,,,Nature,
Goa,Himachal,8548.0,2.0,Beach,4.9
Shimla,Rajasthan,,,city,3.9
Manali,Rajasthan,13115.0,5.0,Beach,4.6
Pune,Kerala,11009.0,,City,
Jaipur,Maharashtra,,,Nature,4.7
Agra,Rajasthan,4113.0,,Beach,3.6
Shimla,Ladakh,13923.0,,Adventure,
Agra,Ladakh,,3.0,Mountain,3.9
Pune,Rajasthan,,6.0,city,
Ladakh,Ladakh,,,Adventure,4.2
Ladakh,Himachal,13571.0,,HISTORICAL,
Goa,Goa,6108.0,,city,
Ladakh,Kerala,,5.0,HISTORICAL,
Goa,Ladakh,,6.0,Nature,3.9
Ladakh,Himachal,14848.0,1.0,City,
Agra,Delhi,9403.0,5.0,Adventure,
Mumbai,Ladakh,7628.0,,Nature,4.2
Manali,Himachal,,5.0,Beach,4.1
Ladakh,Himachal,12996.0,,Adventure,
Manali,Kerala,,,city,4.9
Jaipur,Maharashtra,,,Beach,
Ladakh,Ladakh,,6.0,Beach,
Shimla,Himachal,,1.0,Historical,4.5
Ladakh,Maharashtra,,,Adventure,
Shimla,UP,13715.0,,Adventure,4.1
Jaipur,Ladakh,6533.0,,city,
Kerala,Himachal,4713.0,,City,4.0
Jaipur,Ladakh,14845.0,4.0,HISTORICAL,4.3
Goa,Maharashtra,11841.0,5.0,Historical,
Pune,Kerala,,6.0,Beach,4.3
Mumbai,Kerala,4703.0,5.0,Historical,
Mumbai,Himachal,,3.0,city,
Manali,Delhi,,4.0,Beach,
Goa,Rajasthan,4033.0,,City,
Ladakh,Himachal,10708.0,,Historical,
Manali,Ladakh,,,Beach,4.5
Pune,Goa,,4.0,Mountain,
Mumbai,Rajasthan,6683.0,,Beach,
Kerala,Ladakh,9315.0,6.0,Nature,
Jaipur,Rajasthan,,,HISTORICAL,4.0
Delhi,Goa,11568.0,3.0,city,4.0
Manali,Rajasthan,13002.0,2.0,Historical,
Delhi,Rajasthan,,1.0,Adventure,4.4
Kerala,Himachal,,1.0,Mountain,
Pune,Maharashtra,,,Nature,
Jaipur,Maharashtra,,6.0,Historical,
Manali,UP,6007.0,,City,
Agra,Rajasthan,14005.0,,City,4.3
Manali,Delhi,11308.0,,City,
Agra,Himachal,7771.0,6.0,Mountain,4.3
Agra,Himachal,4518.0,,city,4.1
Ladakh,Rajasthan,,,Historical,
Agra,Delhi,5271.0,,Adventure,
Agra,Rajasthan,,,City,4.8
Mumbai,Maharashtra,3213.0,,Nature,4.7
Goa,Kerala,,,Historical,
Delhi,Goa,13614.0,,Beach,
Pune,Rajasthan,5416.0,,Mountain,
Goa,Himachal,,,Adventure,4.4
Manali,Himachal,7040.0,,Mountain,
Agra,Rajasthan,,2.0,HISTORICAL,
Delhi,Maharashtra,,,Beach,4.9
Kerala,Goa,,,Historical,3.6
Ladakh,Himachal,12630.0,,Beach,3.8
Jaipur,Kerala,,,HISTORICAL,
Manali,Ladakh,11051.0,,City,3.7
Agra,Kerala,11084.0,,Beach,
Pune,Maharashtra,,3.0,Historical,
Jaipur,Maharashtra,9088.0,3.0,Adventure,3.8
Shimla,Kerala,4547.0,6.0,Adventure,4.9
Ladakh,Rajasthan,4668.0,2.0,Adventure,3.9
Jaipur,Ladakh,,,Nature,
Mumbai,Himachal,7247.0,3.0,city,5.0
Agra,Himachal,5687.0,,city,4.8
Mumbai,Rajasthan,,1.0,Mountain,3.9
Jaipur,UP,,5.0,Mountain,3.7
Pune,Delhi,,,City,
Manali,UP,10577.0,2.0,city,
Jaipur,Goa,,,City,
Shimla,Himachal,,,Mountain,
Pune,Goa,,7.0,Nature,
Kerala,Himachal,,,HISTORICAL,5.0
Agra,Goa,7486.0,,Beach,4.3
Pune,Goa,,,Beach,
Ladakh,Ladakh,11752.0,,HISTORICAL,
Ladakh,UP,8719.0,1.0,Nature,4.3
Ladakh,Kerala,,,city,3.8
Goa,Himachal,,5.0,Mountain,4.0
Manali,Kerala,,,Mountain,4.7
Shimla,Delhi,9854.0,3.0,HISTORICAL,4.4
Manali,Ladakh,10892.0,5.0,City,
Mumbai,Goa,,,Nature,4.7
Shimla,Himachal,13766.0,5.0,HISTORICAL,3.8
Kerala,Kerala,,3.0,Mountain,
Agra,Ladakh,,,Adventure,4.3
Delhi,Kerala,10424.0,2.0,Mountain,4.0
Jaipur,Delhi,6391.0,3.0,City,3.6
Goa,Maharashtra,,,Mountain,
Pune,Delhi,14470.0,5.0,Adventure,3.7
Jaipur,Kerala,8401.0,,Beach,4.0
Shimla,Goa,12614.0,1.0,Mountain,4.0
Jaipur,Delhi,6167.0,7.0,city,4.4
Jaipur,Ladakh,8866.0,4.0,Nature,4.1
Goa,Kerala,13492.0,6.0,Historical,
Manali,Delhi,,5.0,city,
Pune,UP,4322.0,,HISTORICAL,
Pune,UP,12661.0,5.0,Historical,
Delhi,Goa,,,Adventure,
Goa,Kerala,9228.0,7.0,city,
Pune,Ladakh,11975.0,4.0,Mountain,
Pune,UP,,6.0,city,
Shimla,Ladakh,,,Adventure,
Kerala,Kerala,13014.0,,Nature,
Agra,Ladakh,,6.0,Nature,
Ladakh,Himachal,,7.0,Beach,4.4
Ladakh,Maharashtra,,,Beach,
Mumbai,Delhi,,,HISTORICAL,3.9
Pune,Maharashtra,13056.0,,Adventure,4.6
Manali,UP,6568.0,2.0,HISTORICAL,
Delhi,Rajasthan,12806.0,7.0,city,4.2
Jaipur,Ladakh,,,Nature,3.8
Jaipur,Kerala,,,Beach,
Pune,Kerala,9835.0,,City,
Goa,Kerala,7600.0,,Historical,
Kerala,Maharashtra,,,Mountain,4.6
Goa,Ladakh,3699.0,,City,4.7
Kerala,Delhi,,2.0,Adventure,
Mumbai,Delhi,,,Adventure,4.3
Mumbai,Himachal,8845.0,,HISTORICAL,4.4
Delhi,Maharashtra,8172.0,3.0,City,
Agra,Rajasthan,,,Adventure,4.3
Jaipur,Delhi,7241.0,2.0,City,
Goa,Himachal,13734.0,4.0,city,
Goa,Rajasthan,,2.0,city,4.6
Pune,Goa,5663.0,,HISTORICAL,3.5
Delhi,Goa,,,Historical,4.5
Agra,Delhi,,6.0,HISTORICAL,3.6
Kerala,Rajasthan,,1.0,Adventure,5.0
Pune,Himachal,,4.0,city,3.9
Ladakh,Kerala,6587.0,,Beach,4.0
Goa,Kerala,13983.0,2.0,Adventure,
Delhi,Kerala,,3.0,Mountain,4.3
Goa,Maharashtra,13567.0,6.0,Beach,4.7
Agra,Maharashtra,,,Beach,
Agra,Rajasthan,,,Adventure,3.5
Ladakh,Goa,6758.0,4.0,Historical,
Agra,Rajasthan,,4.0,Nature,3.5
Kerala,Rajasthan,4058.0,2.0,Mountain,3.8
Manali,Ladakh,7018.0,1.0,Adventure,4.7
Pune,Maharashtra,13398.0,5.0,City,
Kerala,Delhi,6613.0,5.0,city,3.9
Agra,Rajasthan,8659.0,7.0,city,
Pune,Himachal,9257.0,,Adventure,
Delhi,Maharashtra,4299.0,1.0,Adventure,3.9
Jaipur,Goa,,,City,
Manali,UP,8739.0,,Adventure,
Shimla,Ladakh,9996.0,2.0,city,3.7
Mumbai,UP,9666.0,,Historical,4.5
Agra,Himachal,13410.0,1.0,city,
Jaipur,Ladakh,3945.0,,Beach,
Agra,Delhi,9403.0,5.0,Adventure,
Kerala,Ladakh,,5.0,Beach,
Pune,Delhi,12419.0,2.0,City,
Delhi,Maharashtra,4561.0,,City,4.5
Kerala,Himachal,,,city,4.1
Kerala,Delhi,9690.0,4.0,Nature,
Delhi,Himachal,12205.0,,Beach,4.6
Pune,Delhi,6767.0,3.0,Beach,4.5
Delhi,UP,,,Beach,
Mumbai,Delhi,,,City,3.5
Ladakh,Rajasthan,,7.0,Mountain,
Manali,Delhi,14044.0,6.0,Nature,
Mumbai,Rajasthan,6683.0,,Beach,
Jaipur,Himachal,,,City,3.7
Manali,Delhi,,,city,
Shimla,Ladakh,5741.0,6.0,Adventure,
Manali,UP,,,Mountain,
Shimla,Maharashtra,9719.0,,Beach,
Manali,Rajasthan,6766.0,7.0,Adventure,4.6
Jaipur,Delhi,,,city,4.8
Agra,Goa,,5.0,Historical,4.4
Ladakh,Himachal,,2.0,Mountain,4.4
Jaipur,Himachal,13119.0,,Nature,
Manali,Ladakh,,3.0,city,
Kerala,Ladakh,5338.0,,Historical,
Jaipur,UP,,6.0,Adventure,4.8
Delhi,Maharashtra,12723.0,1.0,Nature,
