Destination,Location,Cost,Duration,Category,Rating
Manali,Ladakh,3013.0,4,Beach,3.8
Mumbai,Goa,9087.5,4,City,4.2
Delhi,Himachal,9508.0,4,City,4.0
Jaipur,Goa,12005.0,4,Beach,4.2
Kerala,Rajasthan,9087.5,4,Adventure,4.2
Goa,Ladakh,9087.5,4,City,4.2
Pune,Himachal,3805.0,4,City,4.2
Manali,Up,9087.5,4,City,3.7
Shimla,Maharashtra,9087.5,4,Mountain,4.2
Pune,Goa,7942.0,2,Historical,4.4
Kerala,Kerala,12579.0,7,Historical,3.9
Kerala,Up,9087.5,4,Historical,4.2
Goa,Goa,9087.5,4,Adventure,4.1
Pune,Goa,10273.0,4,Historical,4.6
Manali,Himachal,13816.0,4,Historical,4.2
Delhi,Rajasthan,14794.0,5,Mountain,5.0
Delhi,Himachal,6565.0,6,City,4.6
Kerala,Goa,12855.0,7,City,4.2
Mumbai,Ladakh,9087.5,6,Nature,4.2
Pune,Goa,9087.5,7,Nature,4.4
Manali,Up,9087.5,4,Historical,4.2
Manali,Rajasthan,9087.5,4,City,3.7
Jaipur,Up,9343.0,4,Nature,4.2
Shimla,Maharashtra,10643.0,1,City,4.2
Pune,Up,4887.0,4,Historical,4.2
Shimla,Kerala,9087.5,6,City,4.2
Mumbai,Goa,4519.0,4,Historical,3.9
Delhi,Maharashtra,4561.0,4,City,4.5
Agra,Up,14060.0,3,Historical,4.2
Mumbai,Goa,9087.5,4,Beach,4.2
Agra,Ladakh,9087.5,4,Historical,4.9
Kerala,Delhi,12930.0,2,Beach,4.2
Goa,Himachal,9087.5,4,Mountain,4.4
Agra,Goa,14911.0,4,Historical,3.8
Pune,Rajasthan,9087.5,4,Nature,3.8
Ladakh,Kerala,6587.0,4,Beach,4.0
Pune,Rajasthan,4088.0,4,Mountain,4.8
Ladakh,Delhi,6283.0,4,City,4.8
Agra,Goa,14022.0,4,Nature,4.2
Delhi,Delhi,5401.0,2,Mountain,4.9
Shimla,Up,9726.0,4,Adventure,4.6
Jaipur,Delhi,5238.0,7,Historical,4.2
Jaipur,Maharashtra,8360.0,5,Adventure,4.5
Delhi,Kerala,9087.5,2,Mountain,4.2
Mumbai,Himachal,9087.5,3,City,3.7
Ladakh,Kerala,9087.5,4,Nature,3.9
Kerala,Delhi,9087.5,4,Historical,3.7
Shimla,Goa,9233.0,4,City,4.2
Mumbai,Delhi,8015.0,4,Historical,4.7
Kerala,Up,8920.0,5,Nature,4.2
Pune,Himachal,9087.5,4,City,3.9
Goa,Delhi,8292.0,5,Historical,4.2
Shimla,Up,4389.0,2,City,4.2
Shimla,Kerala,6232.0,6,Historical,4.2
Shimla,Ladakh,9087.5,1,Beach,3.6
Delhi,Maharashtra,5242.0,1,City,4.5
Manali,Maharashtra,9690.0,4,City,4.1
Goa,Kerala,9087.5,6,City,4.2
Goa,Ladakh,6789.0,4,Historical,4.8
Jaipur,Up,14975.0,1,City,4.7
Goa,Rajasthan,11780.0,2,Historical,4.2
Kerala,Rajasthan,11024.0,6,Beach,4.2
Shimla,Goa,3790.0,3,Beach,4.2
Mumbai,Kerala,9087.5,4,City,4.2
Shimla,Ladakh,12321.0,3,Nature,4.2
Kerala,Up,9087.5,1,City,4.5
Delhi,Ladakh,9819.0,4,Beach,4.2
Mumbai,Up,4029.0,4,City,4.2
Goa,Up,9087.5,4,Adventure,3.5
Ladakh,Delhi,13805.0,3,Mountain,4.2
Mumbai,Goa,5133.0,4,Adventure,3.8
Mumbai,Goa,5685.0,4,Adventure,4.2
Kerala,Kerala,9087.5,7,Mountain,3.9
Goa,Maharashtra,8874.0,4,City,4.4
Jaipur,Himachal,13119.0,4,Nature,4.2
Manali,Goa,9087.5,4,City,4.2
Delhi,Himachal,14450.0,1,City,4.0
Agra,Ladakh,5264.0,3,Adventure,4.2
Manali,Up,9087.5,2,Historical,4.2
Jaipur,Himachal,9087.5,5,Adventure,4.2
Goa,Goa,11901.0,4,Mountain,4.2
Kerala,Himachal,9087.5,4,Historical,4.2
Pune,Delhi,12419.0,2,City,4.2
Pune,Himachal,9087.5,4,Mountain,4.2
Goa,Up,3035.0,7,Historical,4.5
Goa,Kerala,9087.5,4,Historical,4.2
Mumbai,Kerala,12903.0,3,Adventure,4.2
Shimla,Maharashtra,9087.5,3,Adventure,4.2
Delhi,Goa,9087.5,4,City,4.2
Delhi,Rajasthan,9087.5,4,Historical,4.1
Goa,Rajasthan,12960.0,7,City,4.7
Jaipur,Kerala,9087.5,4,Beach,4.2
Kerala,Delhi,9087.5,4,Mountain,3.9
Kerala,Up,9341.0,4,Adventure,4.6
Pune,Delhi,8785.0,5,Mountain,4.2
Delhi,Rajasthan,9087.5,4,City,4.2
Ladakh,Ladakh,9458.0,4,City,3.9
Agra,Himachal,9087.5,2,Adventure,4.9
Ladakh,Maharashtra,9087.5,4,Mountain,4.4
Pune,Ladakh,6639.0,4,Beach,4.2
Delhi,Goa,8364.0,4,Beach,4.6
Goa,Up,14151.0,4,Historical,4.9
Pune,Maharashtra,10554.0,4,Mountain,4.2
Ladakh,Maharashtra,9087.5,4,Adventure,4.2
Agra,Rajasthan,9087.5,4,Adventure,3.5
Ladakh,Rajasthan,4515.0,4,City,4.2
Pune,Maharashtra,9087.5,4,City,4.9
Shimla,Delhi,9087.5,4,Nature,4.2
Mumbai,Goa,6943.0,4,Historical,4.6
Kerala,Kerala,5661.0,4,Historical,4.2
Agra,Delhi,11979.0,7,Beach,4.2
Delhi,Up,9087.5,4,Beach,4.2
Jaipur,Ladakh,9087.5,4,Historical,4.2
Delhi,Delhi,9087.5,4,Historical,4.2
Delhi,Up,9087.5,4,City,4.2
Goa,Himachal,10481.0,4,Adventure,4.2
Shimla,Up,8568.0,3,Nature,4.4
Mumbai,Himachal,9087.5,2,Adventure,4.0
Jaipur,Delhi,9087.5,4,Mountain,4.8
Ladakh,Ladakh,8102.0,6,City,4.2
Agra,Up,9087.5,6,Nature,4.2
Delhi,Himachal,12205.0,4,Beach,4.6
Goa,Kerala,9087.5,5,City,4.2
Mumbai,Rajasthan,9087.5,3,Historical,4.2
Delhi,Kerala,13410.0,5,Historical,4.2
Delhi,Kerala,9087.5,1,Historical,4.7
Shimla,Ladakh,9087.5,6,City,3.6
Pune,Ladakh,9028.0,4,Historical,4.2
Ladakh,Maharashtra,9087.5,5,Mountain,4.2
Kerala,Ladakh,9087.5,4,Historical,3.7
Ladakh,Up,9087.5,4,City,4.2
Kerala,Up,9087.5,4,Adventure,4.8
Pune,Up,7158.0,3,Historical,4.2
Agra,Goa,14614.0,4,Historical,4.3
Agra,Delhi,11656.0,4,Historical,4.2
Delhi,Ladakh,9171.0,4,Beach,3.8
Manali,Ladakh,7397.0,4,Nature,3.5
Pune,Goa,10827.0,7,Historical,4.6
Jaipur,Kerala,14700.0,4,Historical,4.9
Manali,Rajasthan,9087.5,2,Adventure,4.2
Jaipur,Himachal,6038.0,1,Mountain,4.2
Delhi,Rajasthan,9087.5,4,Nature,3.7
Jaipur,Up,9087.5,4,Adventure,3.7
Mumbai,Himachal,9087.5,4,Adventure,4.2
Pune,Maharashtra,3997.0,4,Mountain,4.2
Jaipur,Kerala,9087.5,3,Historical,4.2
Delhi,Maharashtra,7196.0,2,City,4.2
Agra,Maharashtra,7239.0,5,Historical,5.0
Shimla,Ladakh,14189.0,5,Mountain,4.2
Delhi,Goa,14168.0,4,City,3.6
Manali,Ladakh,9087.5,3,City,4.2
Agra,Rajasthan,9087.5,4,Nature,3.5
Jaipur,Delhi,9087.5,7,Adventure,4.8
Mumbai,Goa,9087.5,3,City,3.6
Mumbai,Goa,6703.0,4,City,4.0
Delhi,Rajasthan,9087.5,5,Historical,4.2
Mumbai,Rajasthan,5559.0,4,Historical,4.2
Manali,Goa,9087.5,4,Historical,4.3
Agra,Maharashtra,9087.5,5,Mountain,4.2
Agra,Kerala,9087.5,4,Historical,4.3
Delhi,Kerala,14637.0,6,Adventure,4.8
Goa,Ladakh,9087.5,4,City,4.3
Mumbai,Ladakh,9087.5,4,Mountain,4.2
Mumbai,Himachal,9087.5,4,Historical,4.2
Pune,Himachal,9435.0,5,Mountain,4.2
Agra,Delhi,9087.5,4,Nature,4.7
Ladakh,Kerala,12151.0,4,Nature,4.2
Mumbai,Ladakh,9087.5,4,Beach,4.2
Delhi,Kerala,9087.5,4,City,3.7
Pune,Delhi,4647.0,4,Beach,4.1
Jaipur,Up,9087.5,4,Beach,4.2
Kerala,Kerala,9473.0,7,Historical,4.2
Ladakh,Kerala,9087.5,5,Adventure,3.6
Kerala,Himachal,9768.0,4,Historical,4.2
Manali,Up,9087.5,4,Mountain,4.2
Pune,Goa,9087.5,2,Adventure,4.5
Mumbai,Himachal,9087.5,4,Historical,4.2
Agra,Rajasthan,9087.5,6,Adventure,4.1
Mumbai,Rajasthan,14588.0,4,Beach,4.2
Delhi,Maharashtra,4474.0,1,Historical,3.6
Manali,Goa,5583.0,4,Mountain,4.4
Jaipur,Up,5082.0,4,Historical,4.8
Ladakh,Rajasthan,8705.0,4,Beach,4.2
Jaipur,Delhi,9087.5,2,Mountain,4.2
Goa,Maharashtra,9087.5,3,Historical,4.2
Kerala,Maharashtra,9087.5,1,Historical,4.8
Shimla,Maharashtra,9087.5,4,City,4.1
Pune,Rajasthan,13359.0,3,Nature,4.2
Manali,Goa,14479.0,6,Beach,4.0
Shimla,Goa,3636.0,6,Nature,4.2
Agra,Goa,9087.5,3,Historical,4.2
Delhi,Rajasthan,9087.5,4,Mountain,3.6
Manali,Himachal,9087.5,4,Historical,3.8
Delhi,Delhi,12759.0,6,Nature,4.2
Kerala,Delhi,7671.0,6,Historical,4.0
Goa,Up,12337.0,4,Beach,4.2
Kerala,Up,9087.5,4,Historical,3.7
Jaipur,Delhi,9087.5,7,City,4.2
Delhi,Up,9087.5,4,Historical,4.1
Agra,Ladakh,13248.0,4,Adventure,3.9
Pune,Goa,9087.5,4,Adventure,4.7
Pune,Rajasthan,14006.0,4,Beach,4.5
Ladakh,Rajasthan,11860.0,5,Adventure,3.6
Goa,Maharashtra,13567.0,6,Beach,4.7
Delhi,Kerala,10319.0,4,Beach,4.2
Mumbai,Kerala,9087.5,6,Adventure,4.2
Delhi,Ladakh,5357.0,3,Beach,3.9
Delhi,Ladakh,6148.0,4,Mountain,4.1
Kerala,Rajasthan,9087.5,1,Adventure,5.0
Agra,Maharashtra,9087.5,4,Beach,3.9
Shimla,Kerala,5152.0,6,Historical,4.2
Kerala,Maharashtra,7540.0,5,City,3.9
Agra,Ladakh,9087.5,4,Mountain,4.2
Delhi,Rajasthan,9678.0,4,Beach,3.7
Manali,Ladakh,9853.0,4,Historical,3.8
Agra,Kerala,12165.0,4,Historical,4.9
Ladakh,Kerala,9087.5,1,Mountain,4.9
Manali,Rajasthan,8097.0,5,Historical,4.6
Kerala,Delhi,10517.0,5,Historical,4.2
Goa,Delhi,11759.0,1,City,4.2
Agra,Up,8909.0,2,Beach,4.8
Mumbai,Himachal,11950.0,4,Mountain,4.7
Ladakh,Rajasthan,9087.5,3,City,3.9
Ladakh,Himachal,9087.5,3,Mountain,4.2
Pune,Maharashtra,10070.0,4,Beach,3.5
Agra,Goa,10040.0,4,City,4.6
Ladakh,Rajasthan,9087.5,3,Beach,4.2
Kerala,Up,9335.0,6,City,4.6
Mumbai,Rajasthan,9087.5,6,Adventure,4.2
Mumbai,Kerala,9087.5,5,Historical,4.2
Delhi,Rajasthan,14905.0,4,Beach,4.2
Ladakh,Himachal,9087.5,4,Nature,4.2
Manali,Himachal,12549.0,4,Mountain,4.2
Mumbai,Ladakh,9087.5,2,City,4.0
Ladakh,Kerala,7640.0,4,City,4.2
Agra,Himachal,6464.0,2,Nature,4.2
Jaipur,Delhi,9087.5,4,Beach,4.2
Agra,Delhi,9087.5,2,Nature,4.7
Delhi,Goa,9087.5,3,Mountain,4.2
Shimla,Goa,11788.0,6,Adventure,4.1
Kerala,Maharashtra,9087.5,3,Beach,4.2
Jaipur,Ladakh,3945.0,4,Beach,4.2
Kerala,Delhi,9087.5,4,City,4.2
Kerala,Goa,4571.0,4,Historical,4.2
Pune,Delhi,6916.0,4,City,4.2
Manali,Ladakh,6883.0,4,Nature,4.3
Goa,Up,9087.5,4,City,4.3
Manali,Ladakh,9087.5,5,Historical,4.2
Pune,Kerala,4108.0,3,City,4.2
Delhi,Up,9087.5,4,Historical,4.2
Manali,Kerala,9087.5,7,City,4.2
Shimla,Ladakh,12463.0,4,Mountain,4.1
Delhi,Kerala,10375.0,4,Historical,4.9
Manali,Goa,4282.0,4,Mountain,4.2
Kerala,Kerala,14706.0,5,City,4.9
Manali,Up,9087.5,5,Nature,4.2
Delhi,Ladakh,9087.5,5,Historical,3.6
Goa,Rajasthan,9087.5,4,Historical,4.5
Manali,Goa,6916.0,2,Mountain,3.6
Delhi,Ladakh,9087.5,1,Mountain,4.2
Kerala,Goa,9087.5,4,City,3.8
Ladakh,Kerala,13019.0,2,Historical,4.2
Agra,Up,9087.5,4,Beach,4.2
Manali,Up,14903.0,2,Historical,4.3
Pune,Ladakh,13096.0,2,City,4.9
Delhi,Up,9087.5,5,Historical,4.2
Jaipur,Himachal,3687.0,4,Mountain,4.2
Goa,Ladakh,9087.5,4,Historical,4.2
Ladakh,Goa,9087.5,4,Adventure,3.5
Ladakh,Ladakh,12681.0,4,Historical,4.2
Shimla,Kerala,9087.5,4,Adventure,4.6
Agra,Goa,6287.0,3,City,4.2
Mumbai,Delhi,9087.5,6,Historical,4.2
Jaipur,Up,9087.5,3,Nature,4.1
Mumbai,Delhi,9087.5,7,Nature,4.8
Agra,Ladakh,9419.0,4,City,4.2
Kerala,Ladakh,5228.0,4,Beach,4.0
Manali,Ladakh,5799.0,5,Historical,4.2
Goa,Kerala,9087.5,4,Historical,4.2
Jaipur,Goa,9990.0,2,City,4.2
Manali,Maharashtra,9087.5,4,Adventure,4.6
Pune,Ladakh,8849.0,1,Historical,4.9
Kerala,Up,13123.0,4,Adventure,4.1
Mumbai,Rajasthan,9482.0,4,Historical,4.6
Shimla,Rajasthan,9087.5,2,Beach,4.2
Pune,Rajasthan,9087.5,3,Mountain,4.2
Mumbai,Kerala,9087.5,4,Historical,4.2
Kerala,Himachal,11656.0,7,Beach,4.2
Ladakh,Delhi,3242.0,4,Historical,4.2
Kerala,Maharashtra,9087.5,4,Nature,4.2
Mumbai,Ladakh,9087.5,4,Mountain,3.9
Pune,Ladakh,9087.5,4,Nature,4.2
Goa,Himachal,8548.0,2,Beach,4.9
Shimla,Rajasthan,9087.5,4,City,3.9
Manali,Rajasthan,13115.0,5,Beach,4.6
Pune,Kerala,11009.0,4,City,4.2
Jaipur,Maharashtra,9087.5,4,Nature,4.7
Agra,Rajasthan,4113.0,4,Beach,3.6
Shimla,Ladakh,13923.0,4,Adventure,4.2
Agra,Ladakh,9087.5,3,Mountain,3.9
Pune,Rajasthan,9087.5,6,City,4.2
Ladakh,Ladakh,9087.5,4,Adventure,4.2
Ladakh,Himachal,13571.0,4,Historical,4.2
Goa,Goa,6108.0,4,City,4.2
Ladakh,Kerala,9087.5,5,Historical,4.2
Goa,Ladakh,9087.5,6,Nature,3.9
Ladakh,Himachal,14848.0,1,City,4.2
Agra,Delhi,9403.0,5,Adventure,4.2
Mumbai,Ladakh,7628.0,4,Nature,4.2
Manali,Himachal,9087.5,5,Beach,4.1
Ladakh,Himachal,12996.0,4,Adventure,4.2
Manali,Kerala,9087.5,4,City,4.9
Ladakh,Ladakh,9087.5,6,Beach,4.2
Shimla,Himachal,9087.5,1,Historical,4.5
Shimla,Up,13715.0,4,Adventure,4.1
Jaipur,Ladakh,6533.0,4,City,4.2
Kerala,Himachal,4713.0,4,City,4.0
Jaipur,Ladakh,14845.0,4,Historical,4.3
Goa,Maharashtra,11841.0,5,Historical,4.2
Pune,Kerala,9087.5,6,Beach,4.3
Mumbai,Kerala,4703.0,5,Historical,4.2
Mumbai,Himachal,9087.5,3,City,4.2
Manali,Delhi,9087.5,4,Beach,4.2
Goa,Rajasthan,4033.0,4,City,4.2
Ladakh,Himachal,10708.0,4,Historical,4.2
Manali,Ladakh,9087.5,4,Beach,4.5
Pune,Goa,9087.5,4,Mountain,4.2
Mumbai,Rajasthan,6683.0,4,Beach,4.2
Kerala,Ladakh,9315.0,6,Nature,4.2
Jaipur,Rajasthan,9087.5,4,Historical,4.0
Delhi,Goa,11568.0,3,City,4.0
Manali,Rajasthan,13002.0,2,Historical,4.2
Delhi,Rajasthan,9087.5,1,Adventure,4.4
Kerala,Himachal,9087.5,1,Mountain,4.2
Pune,Maharashtra,9087.5,4,Nature,4.2
Jaipur,Maharashtra,9087.5,6,Historical,4.2
Manali,Up,6007.0,4,City,4.2
Agra,Rajasthan,14005.0,4,City,4.3
Manali,Delhi,11308.0,4,City,4.2
Agra,Himachal,7771.0,6,Mountain,4.3
Agra,Himachal,4518.0,4,City,4.1
Ladakh,Rajasthan,9087.5,4,Historical,4.2
Agra,Delhi,5271.0,4,Adventure,4.2
Agra,Rajasthan,9087.5,4,City,4.8
Mumbai,Maharashtra,3213.0,4,Nature,4.7
Delhi,Goa,13614.0,4,Beach,4.2
Pune,Rajasthan,5416.0,4,Mountain,4.2
Goa,Himachal,9087.5,4,Adventure,4.4
Manali,Himachal,7040.0,4,Mountain,4.2
Agra,Rajasthan,9087.5,2,Historical,4.2
Delhi,Maharashtra,9087.5,4,Beach,4.9
Kerala,Goa,9087.5,4,Historical,3.6
Ladakh,Himachal,12630.0,4,Beach,3.8
Manali,Ladakh,11051.0,4,City,3.7
Agra,Kerala,11084.0,4,Beach,4.2
Pune,Maharashtra,9087.5,3,Historical,4.2
Jaipur,Maharashtra,9088.0,3,Adventure,3.8
Shimla,Kerala,4547.0,6,Adventure,4.9
Ladakh,Rajasthan,4668.0,2,Adventure,3.9
Mumbai,Himachal,7247.0,3,City,5.0
Agra,Himachal,5687.0,4,City,4.8
Mumbai,Rajasthan,9087.5,1,Mountain,3.9
Jaipur,Up,9087.5,5,Mountain,3.7
Pune,Delhi,9087.5,4,City,4.2
Manali,Up,10577.0,2,City,4.2
Jaipur,Goa,9087.5,4,City,4.2
Shimla,Himachal,9087.5,4,Mountain,4.2
Pune,Goa,9087.5,7,Nature,4.2
Kerala,Himachal,9087.5,4,Historical,5.0
Agra,Goa,7486.0,4,Beach,4.3
Pune,Goa,9087.5,4,Beach,4.2
Ladakh,Ladakh,11752.0,4,Historical,4.2
Ladakh,Up,8719.0,1,Nature,4.3
Ladakh,Kerala,9087.5,4,City,3.8
Goa,Himachal,9087.5,5,Mountain,4.0
Manali,Kerala,9087.5,4,Mountain,4.7
Shimla,Delhi,9854.0,3,Historical,4.4
Manali,Ladakh,10892.0,5,City,4.2
Mumbai,Goa,9087.5,4,Nature,4.7
Shimla,Himachal,13766.0,5,Historical,3.8
Kerala,Kerala,9087.5,3,Mountain,4.2
Agra,Ladakh,9087.5,4,Adventure,4.3
Delhi,Kerala,10424.0,2,Mountain,4.0
Jaipur,Delhi,6391.0,3,City,3.6
Goa,Maharashtra,9087.5,4,Mountain,4.2
Pune,Delhi,14470.0,5,Adventure,3.7
Jaipur,Kerala,8401.0,4,Beach,4.0
Shimla,Goa,12614.0,1,Mountain,4.0
Jaipur,Delhi,6167.0,7,City,4.4
Jaipur,Ladakh,8866.0,4,Nature,4.1
Goa,Kerala,13492.0,6,Historical,4.2
Manali,Delhi,9087.5,5,City,4.2
Pune,Up,4322.0,4,Historical,4.2
Pune,Up,12661.0,5,Historical,4.2
Delhi,Goa,9087.5,4,Adventure,4.2
Goa,Kerala,9228.0,7,City,4.2
Pune,Ladakh,11975.0,4,Mountain,4.2
Pune,Up,9087.5,6,City,4.2
Shimla,Ladakh,9087.5,4,Adventure,4.2
Kerala,Kerala,13014.0,4,Nature,4.2
Agra,Ladakh,9087.5,6,Nature,4.2
Ladakh,Himachal,9087.5,7,Beach,4.4
Ladakh,Maharashtra,9087.5,4,Beach,4.2
Mumbai,Delhi,9087.5,4,Historical,3.9
Pune,Maharashtra,13056.0,4,Adventure,4.6
Manali,Up,6568.0,2,Historical,4.2
Delhi,Rajasthan,12806.0,7,City,4.2
Jaipur,Ladakh,9087.5,4,Nature,3.8
Pune,Kerala,9835.0,4,City,4.2
Goa,Kerala,7600.0,4,Historical,4.2
Kerala,Maharashtra,9087.5,4,Mountain,4.6
Goa,Ladakh,3699.0,4,City,4.7
Kerala,Delhi,9087.5,2,Adventure,4.2
Mumbai,Delhi,9087.5,4,Adventure,4.3
Mumbai,Himachal,8845.0,4,Historical,4.4
Delhi,Maharashtra,8172.0,3,City,4.2
Agra,Rajasthan,9087.5,4,Adventure,4.3
Jaipur,Delhi,7241.0,2,City,4.2
Goa,Himachal,13734.0,4,City,4.2
Goa,Rajasthan,9087.5,2,City,4.6
Pune,Goa,5663.0,4,Historical,3.5
Delhi,Goa,9087.5,4,Historical,4.5
Agra,Delhi,9087.5,6,Historical,3.6
