city_name,hotel_name,rating_category,hotel_rating,num_reviews,location,availability_status,link,currency,link_domain
Sarajevo-Suburb,Alegria Rooms Sarajevo,Superb,9.39,33,Ilijaš,Available,https://www.booking.com/hotel/ba/alegria.en-gb.html,Pkr,Booking.Com
Kumamoto,Kkr Hotel Kumamoto,Very Good,8.48,803,Kumamoto,Available,https://www.booking.com/hotel/jp/kkr-hotel-kumamoto.en-gb.html,Pkr,Booking.Com
Kosice,Teledom Hotel,Very Good,8.08,1988,"Košice Old Town, Košice",Available,https://www.booking.com/hotel/sk/teledom-conference-center.en-gb.html,Pkr,Booking.Com
Brussels,Jackson-Harper Hotel,Poor,5.5,997,8262 Travis Point,Available,https://www.booking.com/hotel/d3fbac56.html,Pkr,Booking.Com
Novi Sad-Suburb,Filinhome Stefanovica Suite 9,Very Good,8.58,98,Novi Sad,Available,https://www.booking.com/hotel/rs/stefana-stefanovica-ii-apartment.en-gb.html,Pkr,Booking.Com
Quetzaltenango,Hotel Del Ferrocarril,Very Good,8.38,91,Quetzaltenango,Available,https://www.booking.com/hotel/gt/del-ferrocarril-quetzaltenango.en-gb.html,Pkr,Booking.Com
Kfar Saba,Stunning Four Bedroom Duplex In Central Raanana,Fabulous,8.88,10,Ra‘ananna,Available,https://www.booking.com/hotel/il/stunning-four-bedroom-duplex-in-central-raanana.en-gb.html,Pkr,Booking.Com
Barcelona,"Moore, Yang and Boyd Hotel",Average,6.7,1730,800 Robin Harbors Apt. 899,Unavailable,https://www.booking.com/hotel/8595de59.html,Pkr,Booking.Com
Eindhoven,Queen Hotel,Fabulous,8.68,4397,"Eindhoven City Centre, Eindhoven",Available,https://www.booking.com/hotel/nl/queenhotelcafe.en-gb.html,Pkr,Booking.Com
Tallinn-Suburb,Tallinn City Apartments Residence,Fabulous,8.78,1013,"Tallinn City-Centre, Tallinn",Available,https://www.booking.com/hotel/ee/tallinn-city-apartments-residence.en-gb.html,Pkr,Booking.Com
Newcastle (Australia),Charlestown Executive Apartments,Fabulous,8.68,996,Newcastle,Available,https://www.booking.com/hotel/au/charlestown-serviced-apartments.en-gb.html,Pkr,Booking.Com
Rome,Malone-Lloyd Hotel,Very Good,8.1,3142,065 David Isle,Unavailable,https://www.booking.com/hotel/7ad34682.html,Pkr,Booking.Com
Ohrid,Villa Dislievski,Superb,9.39,631,Ohrid,Available,https://www.booking.com/hotel/mk/villadislievski.en-gb.html,Pkr,Booking.Com
Vienna,Hotel Sans Souci Wien,Superb,9.49,1362,"07. Neubau, Vienna",Available,https://www.booking.com/hotel/at/sans-souci-wien.en-gb.html,Pkr,Booking.Com
Oldenburg,Loc-Oldenburg Altstadt,Superb,9.49,30,Oldenburg,Available,https://www.booking.com/hotel/de/loc-oldenburg-altstadt.en-gb.html,Pkr,Booking.Com
Barcelona,"Goodwin, Hoffman and Ibarra Hotel",Very Good,8,3526,5312 Fisher Brook,Available,https://www.booking.com/hotel/9abcc75b.html,Pkr,Booking.Com
Procida,Bamboo,Exceptional,9.59,808,Procida,Available,https://www.booking.com/hotel/it/bamboo.en-gb.html,Pkr,Booking.Com
Ruse,Hotel Oppium Restaurant & Garden,Very Good,8.28,1100,Ruse,Available,https://www.booking.com/hotel/bg/oppium-ruse.en-gb.html,Pkr,Booking.Com
Charleston (Sc),Staybridge Suites Charleston - Mount Pleasant By Ihg,Superb,9.19,572,"Mount Pleasant, Charleston",Available,https://www.booking.com/hotel/us/staybridge-suites-charleston-mount-pleasant.en-gb.html,Pkr,Booking.Com
Dublin,Cook-Harrison Hotel,Very Good,8,133,793 Thomas Rapids,Available,https://www.booking.com/hotel/b015a150.html,Pkr,Booking.Com
Vibo Valentia,501 Hotel,Very Good,8.28,469,Vibo Valentia,Available,https://www.booking.com/hotel/it/hotel501.en-gb.html,Pkr,Booking.Com
Jeju City,Gloucester Hotel Jeju,Very Good,8.18,1392,"Jeju City, Jeju",Available,https://www.booking.com/hotel/kr/howard-johnson-jeju-city.en-gb.html,Pkr,Booking.Com
Mansfield,Cosy Studio Apartment - Recently Renovated!,Superb,9.09,111,Mansfield,Available,https://www.booking.com/hotel/gb/cosy-studio-apartment-recently-renovated.en-gb.html,Pkr,Booking.Com
Dublin,Downs Ltd Hotel,Poor,5.8,1610,180 Brown Corner,Available,https://www.booking.com/hotel/7346679b.html,Pkr,Booking.Com
Al Khobar,One To One,Very Good,8.38,381,Al Khobar,Available,https://www.booking.comhttps://www.booking.com/hotel/sa/grand-marbia.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbCBraG9iYXJIM1gEaLUBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKgnPjHBsACAdICJGE3Y2RiNDYwLTg3NWYtNGJhMi04NmVkLTQyNGI1NTQxZjcxNdgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=898c54d0448c0126&srepoch=1761480225&from=searchresults,Pkr,Booking.Com
Rondonopolis,Hotel Piratininga Fernando Corrãªa - Rondonã³Polis,Very Good,8.38,801,RondonÃ³polis,Available,https://www.booking.com/hotel/br/piratininga-rondonopolis.en-gb.html,Pkr,Booking.Com
Sète,"Le Clavel Superbe Déco, Centre Historique, Climatisé, Parking À Proximité",Superb,9.09,36,Sète,Available,https://www.booking.com/hotel/fr/superbe-appartement-renove-sur-le-port-de-sete-climatise-parking-a-proximite.en-gb.html,Pkr,Booking.Com
Brussels,Chang and Sons Hotel,Poor,5.8,1671,42897 Moore Locks Suite 776,Available,https://www.booking.com/hotel/7faa71dc.html,Pkr,Booking.Com
Como,Le Stanze Del Lago Lake View,Fabulous,8.68,771,Como,Available,https://www.booking.com/hotel/it/le-stanze-del-lago-lake-view.en-gb.html,Pkr,Booking.Com
Orléans,Best Western Plus St. Christopher Hotel,Very Good,8.08,1417,"Downtown New Orleans, New Orleans",Available,https://www.booking.com/hotel/us/st-christopher.en-gb.html,Pkr,Booking.Com
Leer,Leer Innenstadt 1,Superb,9.19,50,Leer,Available,https://www.booking.com/hotel/de/leer-innenstadt-1.en-gb.html,Pkr,Booking.Com
Barcelona,Lopez PLC Hotel,Average,6.8,1362,15546 Debra Underpass Apt. 757,Unavailable,https://www.booking.com/hotel/85651605.html,Pkr,Booking.Com
Soyk,Holiday Home Lánov By Interhome,Fabulous,8.78,19,Horní Lánov,Available,https://www.booking.com/hotel/cz/holiday-home-lanov.en-gb.html,Pkr,Booking.Com
Florianopolis,Refúgio Do Cacupé,Superb,9.49,692,Florianópolis,Available,https://www.booking.com/hotel/br/refugio-do-cacupe.en-gb.html,Pkr,Booking.Com
Tultepec,"Hotel Y Villas Gran Vã­A, Tultitlã¡N",Very Good,8.18,157,Mexico City,Available,https://www.booking.com/hotel/mx/gran-via-tultitlan.en-gb.html,Pkr,Booking.Com
Rome,"Griffin, Manning and Young Hotel",Good,7.1,1050,64810 Lorraine Street,Available,https://www.booking.com/hotel/c180157d.html,Pkr,Booking.Com
Firenze-Suburb,Hotel Della Signoria,Superb,9.09,1675,"Santa Maria Novella, Florence",Available,https://www.booking.com/hotel/it/della-signoria.en-gb.html,Pkr,Booking.Com
Goteborg-Suburb,Comfort Hotel Panorama,Very Good,8.08,993,"Centrum, Gothenburg",Available,https://www.booking.com/hotel/se/quality-panorama.en-gb.html,Pkr,Booking.Com
Rize,Depani DoäA Evleri,Exceptional,9.69,39,Rize,Available,https://www.booking.com/hotel/tr/depani-doga-evleri-rize.en-gb.html,Pkr,Booking.Com
Dublin,"Potts, Adams and Wolfe Hotel",Very Good,8.1,2070,53310 Fernandez Junction Apt. 767,Unavailable,https://www.booking.com/hotel/672cf286.html,Pkr,Booking.Com
Tucuman,Hotel Metropol,Good,7.97,1087,San Miguel de TucumÃ¡n,Available,https://www.booking.com/hotel/ar/metropol.en-gb.html,Pkr,Booking.Com
Patras-Suburb,Moxy Patra Marina,Superb,9.29,2808,Patra,Available,https://www.booking.com/hotel/gr/moxy-patra-marina.en-gb.html,Pkr,Booking.Com
Kortrijk-Suburb,Heights Of Kortrijk,Exceptional,9.99,13,Kortrijk,Available,https://www.booking.com/hotel/be/heights-of-kortrijk.en-gb.html,Pkr,Booking.Com
Amsterdam,Lawson and Sons Hotel,Excellent,9.2,3622,262 Amber Dam,Available,https://www.booking.com/hotel/e0b7e014.html,Pkr,Booking.Com
Detroit-Suburb,La Quinta By Wyndham Detroit Utica,Good,7.57,685,Utica,Available,https://www.booking.com/hotel/us/la-quinta-inn-amp-suites-detroit-utica.en-gb.html,Pkr,Booking.Com
Dresden,Aparthotel Münzgasse An Der Frauenkirche,Very Good,8.48,5523,"Altstadt, Dresden",Available,https://www.booking.com/hotel/de/apartmentsanderfrauenkirche.en-gb.html,Pkr,Booking.Com
Kolkata,The Sonnet Kolkata,Good,7.57,320,"Salt Lake, Kolkata (Salt Lake)",Available,https://www.booking.comhttps://www.booking.com/hotel/in/the-sonnet.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9rb2xrYXRhSDNYBGi1AYgBAZgBM7gBGcgBDNgBA-gBAfgBAYgCAagCAbgCgLf0xwbAAgHSAiQ1YmFmZDA5MC00YTg3LTQ3ZjUtYjg3OS02MGQyNTNlOWZhZDDYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=74&sr_order=popularity&srpvid=8a258440280e1912&srepoch=1761418113&from=searchresults,Pkr,Booking.Com
Berlin,Wood-Jimenez Hotel,Very Good,8.5,2926,07053 Johnston Knolls,Available,https://www.booking.com/hotel/f706bccf.html,Pkr,Booking.Com
Taranto,Albergo Lamanna Hotel Digitale,Very Good,8.38,37,Taranto,Available,https://www.booking.com/hotel/it/casa-livezza.en-gb.html,Pkr,Booking.Com
Paro,"Cleopatra Seaside Homes, Logaras, Paros",Very Good,8.28,227,Piso Livadi,Available,https://www.booking.comhttps://www.booking.com/hotel/gr/cleopatra-resort-piso-livadi1.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCC3NlYXJjaF9wYXJvSDNYBGi1AYgBAZgBM7gBGcgBDNgBA-gBAfgBAYgCAagCAbgCy6n4xwbAAgHSAiRiZWRlZjJkMi0xOWMwLTQwNzctYjNhOC0zZTkwNDBkYTM1NTjYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=79&sr_order=popularity&srpvid=b6e958257a7c01e2&srepoch=1761481932&from=searchresults,Pkr,Booking.Com
Oldenburg,Modernes City-Apartment Mit Blick In Den Park Und 2 Bäder H9,Superb,9.49,318,Oldenburg,Available,https://www.booking.com/hotel/de/4zkbb-im-zentrum-am-waffenplatz-liebevoll-renovierte-altbauvilla-mit-parkblick.en-gb.html,Pkr,Booking.Com
Brussels,"Williams, Briggs and Oliver Hotel",Good,7.5,186,37620 Brian Terrace,Available,https://www.booking.com/hotel/00016029.html,Pkr,Booking.Com
Olympia,Bayer 89 Vi Vadi Hotel,Fabulous,8.68,3710,"Ludwigsvorstadt, Munich",Available,https://www.booking.com/hotel/de/vi-vadi-bayer-89.en-gb.html,Pkr,Booking.Com
Koh Samui Towns,Chaweng Residence,Very Good,8.38,815,Chaweng,Available,https://www.booking.com/hotel/th/chaweng-residence-amphoe-ko-samui.en-gb.html,Pkr,Booking.Com
Bendigo,"Langley Estate, Bendigo",Superb,9.19,216,Bendigo,Available,https://www.booking.com/hotel/au/langley-estate.en-gb.html,Pkr,Booking.Com
Barcelona,Hensley Inc Hotel,Excellent,9.1,398,88924 Jones Crossing Suite 280,Unavailable,https://www.booking.com/hotel/a2ac27ec.html,Pkr,Booking.Com
Pato Branco,Hotel San Pietro,Superb,9.19,358,Pato Branco,Available,https://www.booking.com/hotel/br/san-pietro.en-gb.html,Pkr,Booking.Com
Addis Ababa,Monarch Hotel,Good,7.57,386,"Arada, Addis Ababa",Available,https://www.booking.comhttps://www.booking.com/hotel/et/monarch.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEnNlYXJjaF9hZGRpcyBhYmFiYUgzWARotQGIAQGYATO4AQfIAQ3YAQPoAQH4AQGIAgGoAgG4Apyx9McGwAIB0gIkZTkxNTIyMTYtMjU5Ny00YWY5LTk1MDctNTE3NDBkZmMyNGI12AIB4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=39&sr_order=popularity&srpvid=ab3082ceaaeb0502&srepoch=1761417373&from=searchresults,Pkr,Booking.Com
Gothenburg,Liseberg Grand Curiosa Hotel,Superb,9.19,8294,"Centrum, Gothenburg",Available,https://www.booking.com/hotel/se/liseberg-grand-curiosa.en-gb.html,Pkr,Booking.Com
Rome,Vasquez LLC Hotel,Good,7.5,2300,2900 Simpson Heights Apt. 658,Available,https://www.booking.com/hotel/4ac34c17.html,Pkr,Booking.Com
Savonlinna,Ristimäenkatu 13,Very Good,8.58,191,Savonlinna,Available,https://www.booking.com/hotel/fi/ristimaenkatu-13.en-gb.html,Pkr,Booking.Com
Lagos-Suburb,Lagos Village,Fabulous,8.88,1134,Lagos,Available,https://www.booking.com/hotel/pt/lagos-by-the-sea-studios.en-gb.html,Pkr,Booking.Com
Vilnius,Apartments Satva,Superb,9.39,1188,"Vilnius Old Town, Vilnius",Available,https://www.booking.com/hotel/lt/apartments-satva.en-gb.html,Pkr,Booking.Com
Phuket,"Knight, Robinson and Jones Hotel",Excellent,9.1,3005,835 Jennifer Fords Apt. 495,Unavailable,https://www.booking.com/hotel/2c8d2a29.html,Pkr,Booking.Com
Atlanta,Hotel Indigo Atlanta Downtown By Ihg,Very Good,8.48,684,"Downtown Atlanta, Atlanta",Available,https://www.booking.comhttps://www.booking.com/hotel/us/indigo-atlanta-downtown.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9hdGxhbnRhSDNYBGi1AYgBAZgBM7gBGcgBDNgBA-gBAfgBAYgCAagCAbgCobr0xwbAAgHSAiQ2ZjI5ZDU0ZS0xOGY3LTRkNDctODY1NC1lNzk5OTgwNDZjYmXYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=6a7f8510fb2c0034&srepoch=1761418530&from=searchresults,Pkr,Booking.Com
Manado,Whiz Prime Hotel Megamas Manado,Good,7.67,120,Manado,Available,https://www.booking.com/hotel/id/whiz-prime-megamas-manado.en-gb.html,Pkr,Booking.Com
Rome,Franklin-Wood Hotel,Poor,5.6,1212,209 Susan Row,Available,https://www.booking.com/hotel/b7e85ee0.html,Pkr,Booking.Com
Sharm El Sheikh,"Blend In Nature Eco Camp Beachfront Stay In Ras Mohamed, Sharm El Sheikh",Fabulous,8.78,21,Sharm El Sheikh,Available,https://www.booking.comhttps://www.booking.com/hotel/eg/blend-in-nature-camp.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCFnNlYXJjaF9zaGFybSBlbCBzaGVpa2hIM1gEaLUBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKKm_jHBsACAdICJDJkY2YwYWU3LWQyMGYtNDg1My05ZWY0LThiMTZlOGFjNmMyN9gCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=118&sr_order=popularity&srpvid=c6925485e2900690&srepoch=1761480076&from=searchresults,Pkr,Booking.Com
Leeds,Doubletree By Hilton Leeds,Superb,9.09,5325,"Canal Wharf, Leeds",Available,https://www.booking.com/hotel/gb/city-inn-leeds.en-gb.html,Pkr,Booking.Com
Tirana,Infinity Apartments,Superb,9.39,84,Tirana,Available,https://www.booking.comhttps://www.booking.com/hotel/al/infinity-apartments.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF90aXJhbmFIM1gEaLUBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKpp_jHBsACAdICJGIzMTljMTllLTc4OGQtNDAzZi05MjI5LTBjNmQ3NDNhOWY3YdgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=120&sr_order=popularity&srpvid=45d95794dcb80009&srepoch=1761481643&from=searchresults,Pkr,Booking.Com
Barcelona,Berry-Henderson Hotel,Good,7.1,2078,991 Russell Place Suite 004,Unavailable,https://www.booking.com/hotel/3b6d8e4b.html,Pkr,Booking.Com
Odense,Milling Hotel Ansgar,Good,7.37,2799,Odense,Available,https://www.booking.com/hotel/dk/ansgar-odense.en-gb.html,Pkr,Booking.Com
Leticia,Glamping Amazonas,Exceptional,9.59,25,Leticia,Available,https://www.booking.com/hotel/co/glamping-amazonas.en-gb.html,Pkr,Booking.Com
Jakarta,Hilton Garden Inn Jakarta Taman Palem,Fabulous,8.68,1294,"Cengkareng, Jakarta",Available,https://www.booking.com/hotel/id/hilton-garden-inn-jakarta-taman-palem.en-gb.html,Pkr,Booking.Com
Amsterdam,"Cruz, Miller and Mcconnell Hotel",Good,7.5,1450,2476 Singh Forges Apt. 507,Available,https://www.booking.com/hotel/5330cb9d.html,Pkr,Booking.Com
Budapest,Hotel Central Basilica,Fabulous,8.68,2206,"05. Belváros - Lipótváros, Budapest",Available,https://www.booking.com/hotel/hu/central-basilica.en-gb.html,Pkr,Booking.Com
Modena,Hotel Rua Frati 48 In San Francesco,Superb,9.29,172,Modena,Available,https://www.booking.com/hotel/it/rua-frati-48-in-san-francesco.en-gb.html,Pkr,Booking.Com
Podgorica,Luxury Apartment Podgorica,Superb,9.29,404,Podgorica,Available,https://www.booking.comhttps://www.booking.com/hotel/me/apartment-lily-podgorica.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9wb2Rnb3JpY2FIM1gEaLUBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK0p_jHBsACAdICJGE1YWY1ZWJkLTY5OGQtNDM5My1hOTBkLTk1YTVmMDJlNGE0ONgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=dffe579af750091d&srepoch=1761481653&from=searchresults,Pkr,Booking.Com
Brussels,Steele-Rowe Hotel,Very Good,8.6,785,056 Joshua Pines,Unavailable,https://www.booking.com/hotel/52449b99.html,Pkr,Booking.Com
Concepcion (Spain),The Rock Views Apartments 1 Min Walking To Gibraltar,Exceptional,9.59,13,La Línea de la Concepción,Available,https://www.booking.com/hotel/es/the-rock-views-apartaments-junto-al-centro-y-la-frontera.en-gb.html,Pkr,Booking.Com
Bursa,Hotel Anatolia,Very Good,8.18,150,Bursa,Available,https://www.booking.com/hotel/tr/anatolia.en-gb.html,Pkr,Booking.Com
Berlin,Moore-Hayes Hotel,Good,7.1,865,94280 Mary Knolls,Available,https://www.booking.com/hotel/982c13f5.html,Pkr,Booking.Com
Antibes,Ibis Styles Antibes,Good,7.77,1976,Antibes,Available,https://www.booking.com/hotel/fr/ibis-styles-antibes.en-gb.html,Pkr,Booking.Com
Suceava,Villa Alice,Superb,9.49,398,Suceava,Available,https://www.booking.com/hotel/ro/villa-alice.en-gb.html,Pkr,Booking.Com
Marbella,Aluasun Marbella Park,Good,7.47,1968,"Elviria, Marbella",Available,https://www.booking.com/hotel/es/hotel-aluasun-marbella-park.en-gb.html,Pkr,Booking.Com
Amsterdam,"Bennett, Lewis and Jordan Hotel",Very Good,8.7,2918,7715 Shaw Neck Apt. 144,Unavailable,https://www.booking.com/hotel/164f29e9.html,Pkr,Booking.Com
Enna,"Doctor House Standard, Suites & Luxury Rooms",Fabulous,8.98,530,Enna,Available,https://www.booking.com/hotel/it/doctor-house-enna.en-gb.html,Pkr,Booking.Com
Rajkot,Hotel Nova Pride,Good,7.17,196,Rajkot,Available,https://www.booking.comhttps://www.booking.com/hotel/in/nova-pride-rajkot1.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF9yYWprb3RIM1gEaLUBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALMuPTHBsACAdICJDg3OWQ2ODg2LWE0NzAtNDVhYS1iN2Q0LTRhMGU3OWNiZWY5M9gCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=73&sr_order=popularity&srpvid=67c484a6cb6607cf&srepoch=1761418317&from=searchresults,Pkr,Booking.Com
Trieste,Hotel Continentale,Fabulous,8.78,470,"Trieste Old Town, Trieste",Available,https://www.booking.com/hotel/it/hotelcontinentaletrieste.en-gb.html,Pkr,Booking.Com
Dublin,Barnett Ltd Hotel,Excellent,9,2657,5158 William Brook Apt. 334,Available,https://www.booking.com/hotel/e986cf6d.html,Pkr,Booking.Com
Horowhenua,Amble Inn Motel,Good,7.07,262,Levin,Available,https://www.booking.com/hotel/nz/amble-inn-motel-levin.en-gb.html,Pkr,Booking.Com
Albi,Ibis Budget Albi Centre,Very Good,8.28,2657,Albi,Available,https://www.booking.com/hotel/fr/ibis-budget-albi-centre.en-gb.html,Pkr,Booking.Com
Nancy-Suburb,Lorraine Hã´Tel Nancy Ouest - Laxou,Fabulous,8.68,5457,Nancy,Available,https://www.booking.com/hotel/fr/lorraine.en-gb.html,Pkr,Booking.Com
Berlin,Henderson Ltd Hotel,Good,7.8,1440,6598 Jennifer Ways,Available,https://www.booking.com/hotel/b85e274f.html,Pkr,Booking.Com
Paro,Golden Sand Paros,Superb,9.49,55,Chrissi Akti,Available,https://www.booking.comhttps://www.booking.com/hotel/gr/golden-sand-paros.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCC3NlYXJjaF9wYXJvSDNYBGi1AYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC0Kn4xwbAAgHSAiQyN2Q4YWViMC1iNGM1LTQ4YTEtODNhMS1mYWU3OWE1ZTZmMGTYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=125&sr_order=popularity&srpvid=ab305828974503be&srepoch=1761481937&from=searchresults,Pkr,Booking.Com
Istanbul-Suburb,Ramada Encore By Wyndham Istanbul Sisli,Fabulous,8.88,2969,"Sisli, Istanbul (European Side)",Available,https://www.booking.com/hotel/tr/ramada-encore-by-wyndham-istanbul-sisli.en-gb.html,Pkr,Booking.Com
Barcelona,Johnson-Sutton Hotel,Good,7.5,212,6124 Jacobs Summit Suite 916,Available,https://www.booking.com/hotel/205b5e8c.html,Pkr,Booking.Com
Turin-Suburb,Rivoli Hotel,Fabulous,8.78,3909,Rivoli,Available,https://www.booking.com/hotel/it/rivoli.en-gb.html,Pkr,Booking.Com
Giza,Pyramid Front Hotel,Good,7.47,1414,"Giza, Cairo",Available,https://www.booking.comhttps://www.booking.com/hotel/eg/pyramid-front.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCC3NlYXJjaF9naXphSDNYBGi1AYgBAZgBM7gBGcgBDNgBA-gBAfgBAYgCAagCAbgCv5v4xwbAAgHSAiQ4ZmMzMDZmYi02OThiLTRhZTItYjFmZi01ZWQ0N2FiMmRmZTfYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=88&sr_order=popularity&srpvid=68cd549f8d26057e&srepoch=1761480128&from=searchresults,Pkr,Booking.Com
San Luis Potosi,Hotel Real Plaza,Superb,9.09,1814,San Luis Potosí,Available,https://www.booking.com/hotel/mx/real-plaza.en-gb.html,Pkr,Booking.Com
Brussels,Keller-Nelson Hotel,Poor,5.8,3098,5000 Richardson Turnpike Suite 368,Unavailable,https://www.booking.com/hotel/afebc5ff.html,Pkr,Booking.Com
Valparaiso-Suburb,Hotel Boutique Casa Vander,Very Good,8.48,332,ValparaÃ­so,Available,https://www.booking.com/hotel/cl/boutique-casa-vander.en-gb.html,Pkr,Booking.Com
Batumi,Hotel 19 Batumi,Superb,9.09,849,"New Boulevard , Batumi (New Boulevard )",Available,https://www.booking.com/hotel/ge/panorama-batumi3.en-gb.html,Pkr,Booking.Com
Leeuwarden,Stadslogies In Leeuwarden,Very Good,8.58,697,Leeuwarden,Available,https://www.booking.com/hotel/nl/stadslogies-leeuwarden.en-gb.html,Pkr,Booking.Com
Berlin,Taylor-Rollins Hotel,Average,6.8,2655,6402 Young Motorway,Available,https://www.booking.com/hotel/e8283366.html,Pkr,Booking.Com
Alkmaar,Familie Hotel & Apartments Alkmaar,Fabulous,8.88,929,Alkmaar,Available,https://www.booking.com/hotel/nl/familie-alkmaar.en-gb.html,Pkr,Booking.Com
Malbork,Majewski Hotel & Spa,Good,7.17,595,Malbork,Available,https://www.booking.com/hotel/pl/majewski-malbork.en-gb.html,Pkr,Booking.Com
Lagos-Suburb,Casa Margô,Superb,9.49,657,"Lagos City-Centre, Lagos",Available,https://www.booking.com/hotel/pt/casa-margo.en-gb.html,Pkr,Booking.Com
Dublin,"Fox, Moore and Lee Hotel",Excellent,9.2,1906,0430 Peterson Parkways Suite 533,Unavailable,https://www.booking.com/hotel/4d9f650f.html,Pkr,Booking.Com
Artemida,Giakost Apartments V Near Airport,Superb,9.29,191,Artemida,Available,https://www.booking.com/hotel/gr/giakost-apartments-v-near-airport.en-gb.html,Pkr,Booking.Com
Mérida (Spain),Tria Nomina Apartamentos Turísticos,Superb,9.19,847,Merida,Available,https://www.booking.com/hotel/es/tria-nomina-apartamentos-turisticos.en-gb.html,Pkr,Booking.Com
Dublin,"Martinez, Kelly and Davis Hotel",Good,7.1,1369,42224 Oscar Crest,Unavailable,https://www.booking.com/hotel/817badb7.html,Pkr,Booking.Com
Zurich,Hotel Schweizerhof Zürich,Fabulous,8.98,1358,"City Centre, Zürich",Available,https://www.booking.comhttps://www.booking.com/hotel/ch/schweizerhof.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCDXNlYXJjaF96dXJpY2hIM1gEaLUBiAEBmAEzuAEZyAEM2AED6AEB-AEBiAIBqAIBuALwqPTHBsACAdICJDZiNTRjY2M2LTZmMTUtNDk1NC1iOGYwLTgzMjY5MGNiMDhhNdgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=36&sr_order=popularity&srpvid=c7fb80b857f002e0&srepoch=1761416305&from_sustainable_property_sr=1&from=searchresults,Pkr,Booking.Com
Lecce,Arthotel & Park Lecce,Very Good,8.08,1280,Lecce,Available,https://www.booking.com/hotel/it/choice-clarion-collection-arthotel-park-lecce.en-gb.html,Pkr,Booking.Com
Cincinnati,Home2 Suites By Hilton Cincinnati Midtown Oakley,Fabulous,8.78,65,Cincinnati,Available,https://www.booking.com/hotel/us/home2-suites-by-hilton-cincinnati-midtown-oakley.en-gb.html,Pkr,Booking.Com
Phuket,Perez PLC Hotel,Average,6.8,640,47178 Jack Plaza Apt. 038,Available,https://www.booking.com/hotel/633029f2.html,Pkr,Booking.Com
Crotone,B&B Benvenuti Al Sud,Exceptional,9.59,67,Crotone,Available,https://www.booking.com/hotel/it/benvenuti-al-sud-crotone.en-gb.html,Pkr,Booking.Com
Guanajuato,Hotel Posada Santa Fe,Very Good,8.58,460,"Centro Historico, Guanajuato (Centro Historico)",Available,https://www.booking.com/hotel/mx/posada-santa-fe-guanajuato.en-gb.html,Pkr,Booking.Com
Berlin,Lewis and Sons Hotel,Very Good,8.4,2506,13402 Kenneth Club Suite 818,Available,https://www.booking.com/hotel/6a0b9aa9.html,Pkr,Booking.Com
